DATE,GEO,Sex,Cancer_type,Characteristics,UOM,VALUE,Age_group
2020,Alberta,Females,Liver,Number of new cancer cases,Number,10,Old-aged Adults
2020,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,180,Old-aged Adults
2020,Alberta,Females,Breast,Number of new cancer cases,Number,355,Old-aged Adults
2020,Alberta,Females,Stomach,Number of new cancer cases,Number,20,Old-aged Adults
2020,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,85,Old-aged Adults
2020,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,170,Old-aged Adults
2020,Alberta,Females,Breast,Number of new cancer cases,Number,370,Old-aged Adults
2020,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,105,Old-aged Adults
2020,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,210,Old-aged Adults
2020,Alberta,Females,Breast,Number of new cancer cases,Number,335,Old-aged Adults
2020,Alberta,Females,Stomach,Number of new cancer cases,Number,15,Old-aged Adults
2020,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,195,Old-aged Adults
2020,Alberta,Females,Breast,Number of new cancer cases,Number,210,Old-aged Adults
2020,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,80,Old-aged Adults
2020,Alberta,Females,Liver,Number of new cancer cases,Number,15,Old-aged Adults
2020,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,155,Old-aged Adults
2020,Alberta,Females,Breast,Number of new cancer cases,Number,125,Old-aged Adults
2020,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,75,Old-aged Adults
2020,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,80,Old-aged Adults
2020,Alberta,Females,Breast,Number of new cancer cases,Number,75,Old-aged Adults
2020,Alberta,Females,Colon and rectum,Number of new cancer cases,Number,50,Old-aged Adults
2020,Alberta,Females,Lung and bronchus,Number of new cancer cases,Number,45,Old-aged Adults
2020,Alberta,Females,Breast,Number of new cancer cases,Number,60,Old-aged Adults
2020,British Columbia,Females,Stomach,Number of new cancer cases,Number,0,Child
2020,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2020,British Columbia,Females,Liver,Number of new cancer cases,Number,0,Child
2020,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2020,British Columbia,Females,Breast,Number of new cancer cases,Number,0,Child
2020,British Columbia,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2020,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,5,Young Adults
2020,British Columbia,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2020,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2020,British Columbia,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2020,British Columbia,Females,Breast,Number of new cancer cases,Number,15,Young Adults
2020,British Columbia,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2020,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,10,Middle-aged Adults
2020,British Columbia,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2020,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2020,British Columbia,Females,Breast,Number of new cancer cases,Number,35,Middle-aged Adults
2020,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,25,Middle-aged Adults
2020,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,5,Middle-aged Adults
2020,British Columbia,Females,Breast,Number of new cancer cases,Number,110,Middle-aged Adults
2020,British Columbia,Females,Stomach,Number of new cancer cases,Number,5,Middle-aged Adults
2020,British Columbia,Females,Liver,Number of new cancer cases,Number,5,Middle-aged Adults
2020,British Columbia,Females,Breast,Number of new cancer cases,Number,190,Middle-aged Adults
2020,British Columbia,Females,Stomach,Number of new cancer cases,Number,5,Old-aged Adults
2020,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,50,Old-aged Adults
2020,British Columbia,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2020,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,15,Old-aged Adults
2020,British Columbia,Females,Breast,Number of new cancer cases,Number,260,Old-aged Adults
2020,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,65,Old-aged Adults
2020,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,50,Old-aged Adults
2020,British Columbia,Females,Breast,Number of new cancer cases,Number,310,Old-aged Adults
2020,British Columbia,Females,Stomach,Number of new cancer cases,Number,10,Old-aged Adults
2020,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,90,Old-aged Adults
2020,British Columbia,Females,Liver,Number of new cancer cases,Number,5,Old-aged Adults
2020,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,100,Old-aged Adults
2020,British Columbia,Females,Breast,Number of new cancer cases,Number,395,Old-aged Adults
2020,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,115,Old-aged Adults
2020,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,200,Old-aged Adults
2020,British Columbia,Females,Breast,Number of new cancer cases,Number,455,Old-aged Adults
2020,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,145,Old-aged Adults
2020,British Columbia,Females,Liver,Number of new cancer cases,Number,15,Old-aged Adults
2020,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,255,Old-aged Adults
2020,British Columbia,Females,Breast,Number of new cancer cases,Number,460,Old-aged Adults
2020,British Columbia,Females,Stomach,Number of new cancer cases,Number,15,Old-aged Adults
2020,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,160,Old-aged Adults
2020,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,345,Old-aged Adults
2020,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,150,Old-aged Adults
2020,British Columbia,Females,Liver,Number of new cancer cases,Number,10,Old-aged Adults
2020,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,295,Old-aged Adults
2020,British Columbia,Females,Breast,Number of new cancer cases,Number,275,Old-aged Adults
2020,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,225,Old-aged Adults
2020,British Columbia,Females,Breast,Number of new cancer cases,Number,210,Old-aged Adults
2020,British Columbia,Females,Stomach,Number of new cancer cases,Number,20,Old-aged Adults
2020,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,130,Old-aged Adults
2020,British Columbia,Females,Breast,Number of new cancer cases,Number,140,Old-aged Adults
2020,British Columbia,Females,Colon and rectum,Number of new cancer cases,Number,100,Old-aged Adults
2020,British Columbia,Females,Lung and bronchus,Number of new cancer cases,Number,70,Old-aged Adults
2020,British Columbia,Females,Breast,Number of new cancer cases,Number,75,Old-aged Adults
2020,Yukon,Females,Stomach,Number of new cancer cases,Number,0,Child
2020,Yukon,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2020,Yukon,Females,Liver,Number of new cancer cases,Number,0,Child
2020,Yukon,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2020,Yukon,Females,Breast,Number of new cancer cases,Number,0,Child
2020,Yukon,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2020,Yukon,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2020,Yukon,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2020,Yukon,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2020,Yukon,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2020,Yukon,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Yukon,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Yukon,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Yukon,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Yukon,Females,Breast,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Yukon,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2020,Yukon,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2020,Yukon,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2020,Yukon,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2020,Yukon,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2020,Yukon,Females,Breast,Number of new cancer cases,Number,5,Old-aged Adults
2020,Yukon,Females,Colon and rectum,Number of new cancer cases,Number,5,Old-aged Adults
2020,Yukon,Females,Lung and bronchus,Number of new cancer cases,Number,5,Old-aged Adults
2020,Northwest Territories,Females,Stomach,Number of new cancer cases,Number,0,Child
2020,Northwest Territories,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2020,Northwest Territories,Females,Liver,Number of new cancer cases,Number,0,Child
2020,Northwest Territories,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2020,Northwest Territories,Females,Breast,Number of new cancer cases,Number,0,Child
2020,Northwest Territories,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2020,Northwest Territories,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2020,Northwest Territories,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2020,Northwest Territories,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2020,Northwest Territories,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2020,Northwest Territories,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Northwest Territories,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Northwest Territories,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Northwest Territories,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Northwest Territories,Females,Breast,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Northwest Territories,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2020,Northwest Territories,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2020,Northwest Territories,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2020,Northwest Territories,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2020,Northwest Territories,Females,Breast,Number of new cancer cases,Number,5,Old-aged Adults
2020,Northwest Territories,Females,Colon and rectum,Number of new cancer cases,Number,5,Old-aged Adults
2020,Northwest Territories,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2020,Nunavut,Females,Stomach,Number of new cancer cases,Number,0,Child
2020,Nunavut,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2020,Nunavut,Females,Liver,Number of new cancer cases,Number,0,Child
2020,Nunavut,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2020,Nunavut,Females,Breast,Number of new cancer cases,Number,0,Child
2020,Nunavut,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2020,Nunavut,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2020,Nunavut,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2020,Nunavut,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2020,Nunavut,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2020,Nunavut,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Nunavut,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Nunavut,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Nunavut,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Nunavut,Females,Breast,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Nunavut,Females,Colon and rectum,Number of new cancer cases,Number,5,Middle-aged Adults
2020,Nunavut,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2020,Nunavut,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2020,Nunavut,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2020,Nunavut,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2020,Nunavut,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2020,Nunavut,Females,Colon and rectum,Number of new cancer cases,Number,5,Old-aged Adults
2020,Nunavut,Females,Lung and bronchus,Number of new cancer cases,Number,5,Old-aged Adults
2020,Nunavut,Females,Breast,Number of new cancer cases,Number,5,Old-aged Adults
2021,Newfoundland and Labrador,Females,Stomach,Number of new cancer cases,Number,0,Child
2021,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2021,Newfoundland and Labrador,Females,Liver,Number of new cancer cases,Number,5,Child
2021,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2021,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,0,Child
2021,Newfoundland and Labrador,Females,Liver,Number of new cancer cases,Number,0,Child
2021,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,5,Child
2021,Newfoundland and Labrador,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2021,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2021,Newfoundland and Labrador,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2021,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2021,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2021,Newfoundland and Labrador,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2021,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2021,Newfoundland and Labrador,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2021,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,5,Middle-aged Adults
2021,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,10,Middle-aged Adults
2021,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2021,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,15,Middle-aged Adults
2021,Newfoundland and Labrador,Females,Stomach,Number of new cancer cases,Number,5,Middle-aged Adults
2021,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,5,Middle-aged Adults
2021,Newfoundland and Labrador,Females,Stomach,Number of new cancer cases,Number,5,Old-aged Adults
2021,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,5,Old-aged Adults
2021,Newfoundland and Labrador,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2021,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2021,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,30,Old-aged Adults
2021,Newfoundland and Labrador,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2021,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,15,Old-aged Adults
2021,Newfoundland and Labrador,Females,Liver,Number of new cancer cases,Number,5,Old-aged Adults
2021,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,5,Old-aged Adults
2021,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,10,Old-aged Adults
2021,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,35,Old-aged Adults
2021,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,25,Old-aged Adults
2021,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,40,Old-aged Adults
2021,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,50,Old-aged Adults
2021,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,35,Old-aged Adults
2021,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,75,Old-aged Adults
2021,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,60,Old-aged Adults
2021,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,65,Old-aged Adults
2021,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,40,Old-aged Adults
2021,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,55,Old-aged Adults
2021,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,40,Old-aged Adults
2021,Newfoundland and Labrador,Females,Lung and bronchus,Number of new cancer cases,Number,20,Old-aged Adults
2021,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,20,Old-aged Adults
2021,Newfoundland and Labrador,Females,Colon and rectum,Number of new cancer cases,Number,10,Old-aged Adults
2021,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,25,Old-aged Adults
2021,Newfoundland and Labrador,Females,Breast,Number of new cancer cases,Number,5,Old-aged Adults
2021,Prince Edward Island,Females,Stomach,Number of new cancer cases,Number,0,Child
2021,Prince Edward Island,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2021,Prince Edward Island,Females,Liver,Number of new cancer cases,Number,0,Child
2021,Prince Edward Island,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2021,Prince Edward Island,Females,Breast,Number of new cancer cases,Number,0,Child
2021,Prince Edward Island,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2021,Prince Edward Island,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2021,Prince Edward Island,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2021,Prince Edward Island,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2021,Prince Edward Island,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2021,Prince Edward Island,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2021,Prince Edward Island,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2021,Prince Edward Island,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2021,Prince Edward Island,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2021,Prince Edward Island,Females,Breast,Number of new cancer cases,Number,5,Middle-aged Adults
2021,Prince Edward Island,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2021,Prince Edward Island,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2021,Prince Edward Island,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2021,Prince Edward Island,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2021,Prince Edward Island,Females,Breast,Number of new cancer cases,Number,10,Old-aged Adults
2021,Prince Edward Island,Females,Colon and rectum,Number of new cancer cases,Number,5,Old-aged Adults
2021,Prince Edward Island,Females,Lung and bronchus,Number of new cancer cases,Number,5,Old-aged Adults
2021,Prince Edward Island,Females,Breast,Number of new cancer cases,Number,20,Old-aged Adults
2021,Prince Edward Island,Females,Colon and rectum,Number of new cancer cases,Number,10,Old-aged Adults
2021,Prince Edward Island,Females,Lung and bronchus,Number of new cancer cases,Number,20,Old-aged Adults
2021,Prince Edward Island,Females,Lung and bronchus,Number of new cancer cases,Number,15,Old-aged Adults
2021,Prince Edward Island,Females,Breast,Number of new cancer cases,Number,25,Old-aged Adults
2021,Prince Edward Island,Females,Lung and bronchus,Number of new cancer cases,Number,10,Old-aged Adults
2021,Prince Edward Island,Females,Breast,Number of new cancer cases,Number,5,Old-aged Adults
2021,Prince Edward Island,Females,Liver,Number of new cancer cases,Number,5,Old-aged Adults
2021,Prince Edward Island,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2021,Nova Scotia,Females,Stomach,Number of new cancer cases,Number,0,Child
2021,Nova Scotia,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2021,Nova Scotia,Females,Liver,Number of new cancer cases,Number,0,Child
2021,Nova Scotia,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2021,Nova Scotia,Females,Breast,Number of new cancer cases,Number,0,Child
2021,Nova Scotia,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2021,Nova Scotia,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2021,Nova Scotia,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2021,Nova Scotia,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2021,Nova Scotia,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2021,Nova Scotia,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2021,Nova Scotia,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2021,Nova Scotia,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2021,Nova Scotia,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2021,Nova Scotia,Females,Breast,Number of new cancer cases,Number,0,Middle-aged Adults
2021,Nova Scotia,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2021,Nova Scotia,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2021,Nova Scotia,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2021,Nova Scotia,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2021,Nova Scotia,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2021,New Brunswick,Females,Stomach,Number of new cancer cases,Number,0,Child
2021,New Brunswick,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2021,New Brunswick,Females,Liver,Number of new cancer cases,Number,0,Child
2021,New Brunswick,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2021,New Brunswick,Females,Breast,Number of new cancer cases,Number,0,Child
2021,New Brunswick,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2021,New Brunswick,Females,Colon and rectum,Number of new cancer cases,Number,5,Young Adults
2021,New Brunswick,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2021,New Brunswick,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2021,New Brunswick,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2021,New Brunswick,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2021,New Brunswick,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2021,New Brunswick,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2021,New Brunswick,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2021,New Brunswick,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2021,New Brunswick,Females,Breast,Number of new cancer cases,Number,5,Middle-aged Adults
2021,New Brunswick,Females,Breast,Number of new cancer cases,Number,10,Middle-aged Adults
2021,New Brunswick,Females,Colon and rectum,Number of new cancer cases,Number,5,Middle-aged Adults
2021,New Brunswick,Females,Breast,Number of new cancer cases,Number,25,Middle-aged Adults
2021,New Brunswick,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2021,New Brunswick,Females,Colon and rectum,Number of new cancer cases,Number,5,Old-aged Adults
2021,New Brunswick,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2021,New Brunswick,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2021,New Brunswick,Females,Breast,Number of new cancer cases,Number,25,Old-aged Adults
2021,New Brunswick,Females,Colon and rectum,Number of new cancer cases,Number,15,Old-aged Adults
2021,New Brunswick,Females,Lung and bronchus,Number of new cancer cases,Number,5,Old-aged Adults
2021,New Brunswick,Females,Breast,Number of new cancer cases,Number,35,Old-aged Adults
2021,New Brunswick,Females,Stomach,Number of new cancer cases,Number,5,Old-aged Adults
2021,New Brunswick,Females,Colon and rectum,Number of new cancer cases,Number,25,Old-aged Adults
2021,New Brunswick,Females,Lung and bronchus,Number of new cancer cases,Number,30,Old-aged Adults
2021,New Brunswick,Females,Breast,Number of new cancer cases,Number,65,Old-aged Adults
2021,New Brunswick,Females,Lung and bronchus,Number of new cancer cases,Number,60,Old-aged Adults
2021,New Brunswick,Females,Breast,Number of new cancer cases,Number,85,Old-aged Adults
2021,New Brunswick,Females,Colon and rectum,Number of new cancer cases,Number,35,Old-aged Adults
2021,New Brunswick,Females,Breast,Number of new cancer cases,Number,120,Old-aged Adults
2021,New Brunswick,Females,Stomach,Number of new cancer cases,Number,10,Old-aged Adults
2021,New Brunswick,Females,Colon and rectum,Number of new cancer cases,Number,50,Old-aged Adults
2021,New Brunswick,Females,Liver,Number of new cancer cases,Number,5,Old-aged Adults
2021,New Brunswick,Females,Lung and bronchus,Number of new cancer cases,Number,80,Old-aged Adults
2021,New Brunswick,Females,Breast,Number of new cancer cases,Number,115,Old-aged Adults
2021,New Brunswick,Females,Lung and bronchus,Number of new cancer cases,Number,70,Old-aged Adults
2021,New Brunswick,Females,Breast,Number of new cancer cases,Number,80,Old-aged Adults
2021,New Brunswick,Females,Colon and rectum,Number of new cancer cases,Number,40,Old-aged Adults
2021,New Brunswick,Females,Lung and bronchus,Number of new cancer cases,Number,35,Old-aged Adults
2021,New Brunswick,Females,Breast,Number of new cancer cases,Number,45,Old-aged Adults
2021,New Brunswick,Females,Lung and bronchus,Number of new cancer cases,Number,25,Old-aged Adults
2021,New Brunswick,Females,Lung and bronchus,Number of new cancer cases,Number,15,Old-aged Adults
2021,New Brunswick,Females,Breast,Number of new cancer cases,Number,15,Old-aged Adults
2021,Quebec,Females,Stomach,Number of new cancer cases,Number,0,Child
2021,Quebec,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2021,Quebec,Females,Liver,Number of new cancer cases,Number,0,Child
2021,Quebec,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2021,Quebec,Females,Breast,Number of new cancer cases,Number,0,Child
2021,Quebec,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2021,Quebec,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2021,Quebec,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2021,Quebec,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2021,Quebec,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2021,Quebec,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2021,Quebec,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2021,Quebec,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2021,Quebec,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2021,Quebec,Females,Breast,Number of new cancer cases,Number,0,Middle-aged Adults
2021,Quebec,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2021,Quebec,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2021,Quebec,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2021,Quebec,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2021,Quebec,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2021,Ontario,Females,Stomach,Number of new cancer cases,Number,0,Child
2021,Ontario,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2021,Ontario,Females,Liver,Number of new cancer cases,Number,5,Child
2021,Ontario,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2021,Ontario,Females,Breast,Number of new cancer cases,Number,0,Child
2021,Ontario,Females,Liver,Number of new cancer cases,Number,0,Child
2021,Ontario,Females,Colon and rectum,Number of new cancer cases,Number,5,Child
2021,Ontario,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2021,Ontario,Females,Colon and rectum,Number of new cancer cases,Number,10,Young Adults
2021,Ontario,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2021,Ontario,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2021,Ontario,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2021,Ontario,Females,Colon and rectum,Number of new cancer cases,Number,5,Young Adults
2021,Ontario,Females,Liver,Number of new cancer cases,Number,5,Young Adults
2021,Ontario,Females,Breast,Number of new cancer cases,Number,10,Young Adults
2021,Ontario,Females,Stomach,Number of new cancer cases,Number,5,Young Adults
