DATE,GEO,Age,Sex,Cancer_type,Characteristics,UOM,VALUE,Age_group
2019,Northwest Territories,15 to 19 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Young Adults
2019,Northwest Territories,15 to 19 years,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2019,Northwest Territories,15 to 19 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2019,Northwest Territories,15 to 19 years,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2019,Northwest Territories,20 to 24 years,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2019,Northwest Territories,20 to 24 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2019,Northwest Territories,20 to 24 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Young Adults
2019,Northwest Territories,20 to 24 years,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2019,Northwest Territories,20 to 24 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2019,Northwest Territories,20 to 24 years,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2019,Northwest Territories,25 to 29 years,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2019,Northwest Territories,25 to 29 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2019,Northwest Territories,25 to 29 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Young Adults
2019,Northwest Territories,25 to 29 years,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2019,Northwest Territories,25 to 29 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2019,Northwest Territories,25 to 29 years,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2019,Northwest Territories,30 to 34 years,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Northwest Territories,30 to 34 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Northwest Territories,30 to 34 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Northwest Territories,30 to 34 years,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Northwest Territories,30 to 34 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Northwest Territories,30 to 34 years,Females,Breast,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Northwest Territories,35 to 39 years,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Northwest Territories,35 to 39 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Northwest Territories,35 to 39 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Northwest Territories,35 to 39 years,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Northwest Territories,35 to 39 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Northwest Territories,35 to 39 years,Females,Breast,Number of new cancer cases,Number,5,Middle-aged Adults
2019,Northwest Territories,40 to 44 years,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Northwest Territories,40 to 44 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Northwest Territories,40 to 44 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Northwest Territories,40 to 44 years,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Northwest Territories,40 to 44 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Northwest Territories,40 to 44 years,Females,Breast,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Northwest Territories,45 to 49 years,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,45 to 49 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,45 to 49 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,45 to 49 years,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,45 to 49 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,45 to 49 years,Females,Breast,Number of new cancer cases,Number,5,Old-aged Adults
2019,Northwest Territories,50 to 54 years,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,50 to 54 years,Females,Colon and rectum,Number of new cancer cases,Number,5,Old-aged Adults
2019,Northwest Territories,50 to 54 years,Females,Colon excluding rectum,Number of new cancer cases,Number,5,Old-aged Adults
2019,Northwest Territories,50 to 54 years,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,50 to 54 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,50 to 54 years,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,55 to 59 years,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,55 to 59 years,Females,Colon and rectum,Number of new cancer cases,Number,5,Old-aged Adults
2019,Northwest Territories,55 to 59 years,Females,Colon excluding rectum,Number of new cancer cases,Number,5,Old-aged Adults
2019,Northwest Territories,55 to 59 years,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,55 to 59 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,55 to 59 years,Females,Breast,Number of new cancer cases,Number,5,Old-aged Adults
2019,Northwest Territories,60 to 64 years,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,60 to 64 years,Females,Colon and rectum,Number of new cancer cases,Number,5,Old-aged Adults
2019,Northwest Territories,60 to 64 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,60 to 64 years,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,60 to 64 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,60 to 64 years,Females,Breast,Number of new cancer cases,Number,5,Old-aged Adults
2019,Northwest Territories,65 to 69 years,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,65 to 69 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,65 to 69 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,65 to 69 years,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,65 to 69 years,Females,Lung and bronchus,Number of new cancer cases,Number,5,Old-aged Adults
2019,Northwest Territories,65 to 69 years,Females,Breast,Number of new cancer cases,Number,5,Old-aged Adults
2019,Northwest Territories,70 to 74 years,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,70 to 74 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,70 to 74 years,Females,Colon excluding rectum,Number of new cancer cases,Number,5,Old-aged Adults
2019,Northwest Territories,70 to 74 years,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,70 to 74 years,Females,Lung and bronchus,Number of new cancer cases,Number,5,Old-aged Adults
2019,Northwest Territories,70 to 74 years,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,75 to 79 years,Females,Stomach,Number of new cancer cases,Number,5,Old-aged Adults
2019,Northwest Territories,75 to 79 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,75 to 79 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,75 to 79 years,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,75 to 79 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,75 to 79 years,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,80 to 84 years,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,80 to 84 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,80 to 84 years,Females,Colon excluding rectum,Number of new cancer cases,Number,5,Old-aged Adults
2019,Northwest Territories,80 to 84 years,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,80 to 84 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,80 to 84 years,Females,Breast,Number of new cancer cases,Number,5,Old-aged Adults
2019,Northwest Territories,85 to 89 years,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,85 to 89 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,85 to 89 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,85 to 89 years,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,85 to 89 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,85 to 89 years,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,90 years and over,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,90 years and over,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,90 years and over,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,90 years and over,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,90 years and over,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2019,Northwest Territories,90 years and over,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,"Total, all ages",Females,Stomach,Number of new cancer cases,Number,0,Total
2019,Nunavut,"Total, all ages",Females,Colon and rectum,Number of new cancer cases,Number,5,Total
2019,Nunavut,"Total, all ages",Females,Colon excluding rectum,Number of new cancer cases,Number,5,Total
2019,Nunavut,"Total, all ages",Females,Liver,Number of new cancer cases,Number,0,Total
2019,Nunavut,"Total, all ages",Females,Lung and bronchus,Number of new cancer cases,Number,10,Total
2019,Nunavut,"Total, all ages",Females,Breast,Number of new cancer cases,Number,5,Total
2019,Nunavut,0 to 4 years,Females,Stomach,Number of new cancer cases,Number,0,Child
2019,Nunavut,0 to 4 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2019,Nunavut,0 to 4 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Child
2019,Nunavut,0 to 4 years,Females,Liver,Number of new cancer cases,Number,0,Child
2019,Nunavut,0 to 4 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2019,Nunavut,0 to 4 years,Females,Breast,Number of new cancer cases,Number,0,Child
2019,Nunavut,5 to 9 years,Females,Stomach,Number of new cancer cases,Number,0,Child
2019,Nunavut,5 to 9 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2019,Nunavut,5 to 9 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Child
2019,Nunavut,5 to 9 years,Females,Liver,Number of new cancer cases,Number,0,Child
2019,Nunavut,5 to 9 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2019,Nunavut,5 to 9 years,Females,Breast,Number of new cancer cases,Number,0,Child
2019,Nunavut,10 to 14 years,Females,Stomach,Number of new cancer cases,Number,0,Child
2019,Nunavut,10 to 14 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2019,Nunavut,10 to 14 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Child
2019,Nunavut,10 to 14 years,Females,Liver,Number of new cancer cases,Number,0,Child
2019,Nunavut,10 to 14 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2019,Nunavut,10 to 14 years,Females,Breast,Number of new cancer cases,Number,0,Child
2019,Nunavut,15 to 19 years,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2019,Nunavut,15 to 19 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2019,Nunavut,15 to 19 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Young Adults
2019,Nunavut,15 to 19 years,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2019,Nunavut,15 to 19 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2019,Nunavut,15 to 19 years,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2019,Nunavut,20 to 24 years,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2019,Nunavut,20 to 24 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2019,Nunavut,20 to 24 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Young Adults
2019,Nunavut,20 to 24 years,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2019,Nunavut,20 to 24 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2019,Nunavut,20 to 24 years,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2019,Nunavut,25 to 29 years,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2019,Nunavut,25 to 29 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2019,Nunavut,25 to 29 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Young Adults
2019,Nunavut,25 to 29 years,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2019,Nunavut,25 to 29 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2019,Nunavut,25 to 29 years,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2019,Nunavut,30 to 34 years,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Nunavut,30 to 34 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Nunavut,30 to 34 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Nunavut,30 to 34 years,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Nunavut,30 to 34 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Nunavut,30 to 34 years,Females,Breast,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Nunavut,35 to 39 years,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Nunavut,35 to 39 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Nunavut,35 to 39 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Nunavut,35 to 39 years,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Nunavut,35 to 39 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Nunavut,35 to 39 years,Females,Breast,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Nunavut,40 to 44 years,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Nunavut,40 to 44 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Nunavut,40 to 44 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Nunavut,40 to 44 years,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Nunavut,40 to 44 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2019,Nunavut,40 to 44 years,Females,Breast,Number of new cancer cases,Number,5,Middle-aged Adults
2019,Nunavut,45 to 49 years,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,45 to 49 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,45 to 49 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,45 to 49 years,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,45 to 49 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,45 to 49 years,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,50 to 54 years,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,50 to 54 years,Females,Colon and rectum,Number of new cancer cases,Number,5,Old-aged Adults
2019,Nunavut,50 to 54 years,Females,Colon excluding rectum,Number of new cancer cases,Number,5,Old-aged Adults
2019,Nunavut,50 to 54 years,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,50 to 54 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,50 to 54 years,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,55 to 59 years,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,55 to 59 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,55 to 59 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,55 to 59 years,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,55 to 59 years,Females,Lung and bronchus,Number of new cancer cases,Number,5,Old-aged Adults
2019,Nunavut,55 to 59 years,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,60 to 64 years,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,60 to 64 years,Females,Colon and rectum,Number of new cancer cases,Number,5,Old-aged Adults
2019,Nunavut,60 to 64 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,60 to 64 years,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,60 to 64 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,60 to 64 years,Females,Breast,Number of new cancer cases,Number,5,Old-aged Adults
2019,Nunavut,65 to 69 years,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,65 to 69 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,65 to 69 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,65 to 69 years,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,65 to 69 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,65 to 69 years,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,70 to 74 years,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,70 to 74 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,70 to 74 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,70 to 74 years,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,70 to 74 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,70 to 74 years,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,75 to 79 years,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,75 to 79 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,75 to 79 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,75 to 79 years,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,75 to 79 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,75 to 79 years,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,80 to 84 years,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,80 to 84 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,80 to 84 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,80 to 84 years,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,80 to 84 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,80 to 84 years,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,85 to 89 years,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,85 to 89 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,85 to 89 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,85 to 89 years,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,85 to 89 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,85 to 89 years,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,90 years and over,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,90 years and over,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,90 years and over,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,90 years and over,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,90 years and over,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2019,Nunavut,90 years and over,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2020,Canada,"Total, all ages",Females,Stomach,Number of new cancer cases,Number,0,Total
2020,Canada,"Total, all ages",Females,Colon and rectum,Number of new cancer cases,Number,0,Total
2020,Canada,"Total, all ages",Females,Colon excluding rectum,Number of new cancer cases,Number,0,Total
2020,Canada,"Total, all ages",Females,Liver,Number of new cancer cases,Number,0,Total
2020,Canada,"Total, all ages",Females,Lung and bronchus,Number of new cancer cases,Number,0,Total
2020,Canada,"Total, all ages",Females,Breast,Number of new cancer cases,Number,0,Total
2020,Canada,0 to 4 years,Females,Stomach,Number of new cancer cases,Number,0,Child
2020,Canada,0 to 4 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2020,Canada,0 to 4 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Child
2020,Canada,0 to 4 years,Females,Liver,Number of new cancer cases,Number,0,Child
2020,Canada,0 to 4 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2020,Canada,0 to 4 years,Females,Breast,Number of new cancer cases,Number,0,Child
2020,Canada,5 to 9 years,Females,Stomach,Number of new cancer cases,Number,0,Child
2020,Canada,5 to 9 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2020,Canada,5 to 9 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Child
2020,Canada,5 to 9 years,Females,Liver,Number of new cancer cases,Number,0,Child
2020,Canada,5 to 9 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2020,Canada,5 to 9 years,Females,Breast,Number of new cancer cases,Number,0,Child
2020,Canada,10 to 14 years,Females,Stomach,Number of new cancer cases,Number,0,Child
2020,Canada,10 to 14 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Child
2020,Canada,10 to 14 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Child
2020,Canada,10 to 14 years,Females,Liver,Number of new cancer cases,Number,0,Child
2020,Canada,10 to 14 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Child
2020,Canada,10 to 14 years,Females,Breast,Number of new cancer cases,Number,0,Child
2020,Canada,15 to 19 years,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2020,Canada,15 to 19 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2020,Canada,15 to 19 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Young Adults
2020,Canada,15 to 19 years,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2020,Canada,15 to 19 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2020,Canada,15 to 19 years,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2020,Canada,20 to 24 years,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2020,Canada,20 to 24 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2020,Canada,20 to 24 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Young Adults
2020,Canada,20 to 24 years,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2020,Canada,20 to 24 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2020,Canada,20 to 24 years,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2020,Canada,25 to 29 years,Females,Stomach,Number of new cancer cases,Number,0,Young Adults
2020,Canada,25 to 29 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Young Adults
2020,Canada,25 to 29 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Young Adults
2020,Canada,25 to 29 years,Females,Liver,Number of new cancer cases,Number,0,Young Adults
2020,Canada,25 to 29 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Young Adults
2020,Canada,25 to 29 years,Females,Breast,Number of new cancer cases,Number,0,Young Adults
2020,Canada,30 to 34 years,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Canada,30 to 34 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Canada,30 to 34 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Canada,30 to 34 years,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Canada,30 to 34 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Canada,30 to 34 years,Females,Breast,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Canada,35 to 39 years,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Canada,35 to 39 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Canada,35 to 39 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Canada,35 to 39 years,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Canada,35 to 39 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Canada,35 to 39 years,Females,Breast,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Canada,40 to 44 years,Females,Stomach,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Canada,40 to 44 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Canada,40 to 44 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Canada,40 to 44 years,Females,Liver,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Canada,40 to 44 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Canada,40 to 44 years,Females,Breast,Number of new cancer cases,Number,0,Middle-aged Adults
2020,Canada,45 to 49 years,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2020,Canada,45 to 49 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
2020,Canada,45 to 49 years,Females,Colon excluding rectum,Number of new cancer cases,Number,0,Old-aged Adults
2020,Canada,45 to 49 years,Females,Liver,Number of new cancer cases,Number,0,Old-aged Adults
2020,Canada,45 to 49 years,Females,Lung and bronchus,Number of new cancer cases,Number,0,Old-aged Adults
2020,Canada,45 to 49 years,Females,Breast,Number of new cancer cases,Number,0,Old-aged Adults
2020,Canada,50 to 54 years,Females,Stomach,Number of new cancer cases,Number,0,Old-aged Adults
2020,Canada,50 to 54 years,Females,Colon and rectum,Number of new cancer cases,Number,0,Old-aged Adults
